CustomerID,CustomerName,Email,Gender,Age,SignupDate,PrimaryCategory
CUST060,Customer_60,customer60@mail.com,Male,34,2022-03-01,Fashion
CUST061,Customer_61,customer61@mail.com,Female,18,2022-03-02,Fashion
CUST062,Customer_62,customer62@mail.com,Male,47,2022-03-03,Fashion
CUST063,Customer_63,customer63@mail.com,Male,58,2022-03-04,Fashion
CUST064,Customer_64,customer64@mail.com,Male,20,2022-03-05,Footwear
CUST065,Customer_65,customer65@mail.com,Female,28,2022-03-06,Footwear
CUST066,Customer_66,customer66@mail.com,Female,41,2022-03-07,Fashion
CUST067,Customer_67,customer67@mail.com,Female,39,2022-03-08,Fashion
CUST068,Customer_68,customer68@mail.com,Female,43,2022-03-09,Footwear
CUST069,Customer_69,customer69@mail.com,Female,30,2022-03-10,Footwear
CUST070,Customer_70,customer70@mail.com,Female,18,2022-03-11,Footwear
CUST071,Customer_71,customer71@mail.com,Female,41,2022-03-12,Fashion
CUST072,Customer_72,customer72@mail.com,Male,27,2022-03-13,Electronics
CUST073,Customer_73,customer73@mail.com,Male,52,2022-03-14,Electronics
CUST074,Customer_74,customer74@mail.com,Female,41,2022-03-15,Electronics
CUST075,Customer_75,customer75@mail.com,Male,45,2022-03-16,Electronics
CUST076,Customer_76,customer76@mail.com,Male,53,2022-03-17,Fashion
CUST077,Customer_77,customer77@mail.com,Female,33,2022-03-18,Electronics
CUST078,Customer_78,customer78@mail.com,Male,57,2022-03-19,Footwear
CUST079,Customer_79,customer79@mail.com,Male,33,2022-03-20,Footwear
CUST080,Customer_80,customer80@mail.com,Female,34,2022-03-21,Electronics
CUST081,Customer_81,customer81@mail.com,Male,32,2022-03-22,Footwear
CUST082,Customer_82,customer82@mail.com,Female,33,2022-03-23,Fashion
CUST083,Customer_83,customer83@mail.com,Female,32,2022-03-24,Electronics
CUST084,Customer_84,customer84@mail.com,Male,51,2022-03-25,Electronics
CUST085,Customer_85,customer85@mail.com,Male,28,2022-03-26,Fashion
CUST086,Customer_86,customer86@mail.com,Male,18,2022-03-27,Footwear
CUST087,Customer_87,customer87@mail.com,Female,32,2022-03-28,Fashion
CUST088,Customer_88,customer88@mail.com,Female,43,2022-03-29,Fashion
CUST089,Customer_89,customer89@mail.com,Female,21,2022-03-30,Footwear
CUST090,Customer_90,customer90@mail.com,Male,22,2022-03-31,Fashion
CUST091,Customer_91,customer91@mail.com,Male,52,2022-04-01,Footwear
CUST092,Customer_92,customer92@mail.com,Female,30,2022-04-02,Footwear
CUST093,Customer_93,customer93@mail.com,Male,27,2022-04-03,Fashion
CUST094,Customer_94,customer94@mail.com,Male,28,2022-04-04,Footwear
CUST095,Customer_95,customer95@mail.com,Female,35,2022-04-05,Fashion
CUST096,Customer_96,customer96@mail.com,Female,51,2022-04-06,Footwear
CUST097,Customer_97,customer97@mail.com,Male,56,2022-04-07,Electronics
CUST098,Customer_98,customer98@mail.com,Female,58,2022-04-08,Footwear
CUST099,Customer_99,customer99@mail.com,Male,59,2022-04-09,Footwear
CUST100,Customer_100,customer100@mail.com,Female,40,2022-04-10,Fashion
CUST101,Customer_101,customer101@mail.com,Female,24,2022-04-11,Footwear
CUST102,Customer_102,customer102@mail.com,Female,56,2022-04-12,Electronics
CUST103,Customer_103,customer103@mail.com,Male,20,2022-04-13,Electronics
CUST104,Customer_104,customer104@mail.com,Male,29,2022-04-14,Footwear
CUST105,Customer_105,customer105@mail.com,Female,24,2022-04-15,Footwear
CUST106,Customer_106,customer106@mail.com,Female,43,2022-04-16,Electronics
CUST107,Customer_107,customer107@mail.com,Female,50,2022-04-17,Fashion
CUST108,Customer_108,customer108@mail.com,Male,54,2022-04-18,Electronics
CUST109,Customer_109,customer109@mail.com,Female,32,2022-04-19,Electronics
CUST110,Customer_110,customer110@mail.com,Female,19,2022-04-20,Footwear
CUST111,Customer_111,customer111@mail.com,Female,58,2022-04-21,Footwear
CUST112,Customer_112,customer112@mail.com,Female,24,2022-04-22,Electronics
CUST113,Customer_113,customer113@mail.com,Male,49,2022-04-23,Fashion
CUST114,Customer_114,customer114@mail.com,Male,21,2022-04-24,Electronics
CUST115,Customer_115,customer115@mail.com,Female,37,2022-04-25,Electronics
CUST116,Customer_116,customer116@mail.com,Male,53,2022-04-26,Fashion
CUST117,Customer_117,customer117@mail.com,Male,49,2022-04-27,Electronics
CUST118,Customer_118,customer118@mail.com,Male,45,2022-04-28,Electronics
CUST119,Customer_119,customer119@mail.com,Female,30,2022-04-29,Footwear
CUST120,Customer_120,customer120@mail.com,Male,18,2022-04-30,Fashion
CUST121,Customer_121,customer121@mail.com,Male,52,2022-05-01,Footwear
CUST122,Customer_122,customer122@mail.com,Male,47,2022-05-02,Footwear
CUST123,Customer_123,customer123@mail.com,Female,53,2022-05-03,Fashion
CUST124,Customer_124,customer124@mail.com,Female,42,2022-05-04,Fashion
CUST125,Customer_125,customer125@mail.com,Male,33,2022-05-05,Electronics
CUST126,Customer_126,customer126@mail.com,Male,36,2022-05-06,Footwear
CUST127,Customer_127,customer127@mail.com,Female,18,2022-05-07,Fashion
CUST128,Customer_128,customer128@mail.com,Female,22,2022-05-08,Footwear
CUST129,Customer_129,customer129@mail.com,Male,39,2022-05-09,Footwear
CUST130,Customer_130,customer130@mail.com,Male,41,2022-05-10,Fashion
CUST131,Customer_131,customer131@mail.com,Female,54,2022-05-11,Electronics
CUST132,Customer_132,customer132@mail.com,Female,53,2022-05-12,Footwear
CUST133,Customer_133,customer133@mail.com,Male,53,2022-05-13,Fashion
CUST134,Customer_134,customer134@mail.com,Female,21,2022-05-14,Electronics
CUST135,Customer_135,customer135@mail.com,Male,53,2022-05-15,Footwear
CUST136,Customer_136,customer136@mail.com,Male,35,2022-05-16,Fashion
CUST137,Customer_137,customer137@mail.com,Male,33,2022-05-17,Footwear
CUST138,Customer_138,customer138@mail.com,Female,58,2022-05-18,Fashion
CUST139,Customer_139,customer139@mail.com,Male,35,2022-05-19,Fashion
CUST140,Customer_140,customer140@mail.com,Male,39,2022-05-20,Footwear
CUST141,Customer_141,customer141@mail.com,Female,19,2022-05-21,Footwear
CUST142,Customer_142,customer142@mail.com,Female,38,2022-05-22,Fashion
CUST143,Customer_143,customer143@mail.com,Male,53,2022-05-23,Electronics
CUST144,Customer_144,customer144@mail.com,Male,56,2022-05-24,Footwear
CUST145,Customer_145,customer145@mail.com,Female,56,2022-05-25,Fashion
CUST146,Customer_146,customer146@mail.com,Female,46,2022-05-26,Fashion
CUST147,Customer_147,customer147@mail.com,Female,43,2022-05-27,Electronics
CUST148,Customer_148,customer148@mail.com,Male,38,2022-05-28,Electronics
CUST149,Customer_149,customer149@mail.com,Male,34,2022-05-29,Electronics
CUST150,Customer_150,customer150@mail.com,Male,33,2022-05-30,Footwear
CUST151,Customer_151,customer151@mail.com,Female,48,2022-05-31,Fashion
CUST152,Customer_152,customer152@mail.com,Male,26,2022-06-01,Fashion
CUST153,Customer_153,customer153@mail.com,Female,48,2022-06-02,Fashion
CUST154,Customer_154,customer154@mail.com,Male,31,2022-06-03,Electronics
CUST155,Customer_155,customer155@mail.com,Female,54,2022-06-04,Fashion
CUST156,Customer_156,customer156@mail.com,Male,19,2022-06-05,Footwear
CUST157,Customer_157,customer157@mail.com,Male,31,2022-06-06,Electronics
CUST158,Customer_158,customer158@mail.com,Female,50,2022-06-07,Electronics
CUST159,Customer_159,customer159@mail.com,Female,52,2022-06-08,Electronics
CUST160,Customer_160,customer160@mail.com,Male,56,2022-06-09,Electronics
CUST161,Customer_161,customer161@mail.com,Female,37,2022-06-10,Footwear
CUST162,Customer_162,customer162@mail.com,Female,19,2022-06-11,Fashion
CUST163,Customer_163,customer163@mail.com,Male,58,2022-06-12,Footwear
CUST164,Customer_164,customer164@mail.com,Female,36,2022-06-13,Fashion
CUST165,Customer_165,customer165@mail.com,Male,54,2022-06-14,Footwear
CUST166,Customer_166,customer166@mail.com,Male,35,2022-06-15,Electronics
CUST167,Customer_167,customer167@mail.com,Female,33,2022-06-16,Electronics
CUST168,Customer_168,customer168@mail.com,Female,21,2022-06-17,Footwear
CUST169,Customer_169,customer169@mail.com,Male,29,2022-06-18,Footwear
CUST170,Customer_170,customer170@mail.com,Male,46,2022-06-19,Fashion
CUST171,Customer_171,customer171@mail.com,Male,24,2022-06-20,Footwear
CUST172,Customer_172,customer172@mail.com,Male,31,2022-06-21,Footwear
CUST173,Customer_173,customer173@mail.com,Male,29,2022-06-22,Fashion
CUST174,Customer_174,customer174@mail.com,Male,52,2022-06-23,Fashion
CUST175,Customer_175,customer175@mail.com,Female,22,2022-06-24,Fashion
CUST176,Customer_176,customer176@mail.com,Female,34,2022-06-25,Footwear
CUST177,Customer_177,customer177@mail.com,Female,59,2022-06-26,Fashion
CUST178,Customer_178,customer178@mail.com,Male,49,2022-06-27,Electronics
CUST179,Customer_179,customer179@mail.com,Female,27,2022-06-28,Electronics
CUST180,Customer_180,customer180@mail.com,Male,34,2022-06-29,Electronics
CUST181,Customer_181,customer181@mail.com,Male,22,2022-06-30,Footwear
CUST182,Customer_182,customer182@mail.com,Female,59,2022-07-01,Electronics
CUST183,Customer_183,customer183@mail.com,Male,26,2022-07-02,Footwear
CUST184,Customer_184,customer184@mail.com,Male,50,2022-07-03,Footwear
CUST185,Customer_185,customer185@mail.com,Male,53,2022-07-04,Electronics
CUST186,Customer_186,customer186@mail.com,Male,53,2022-07-05,Fashion
CUST187,Customer_187,customer187@mail.com,Male,35,2022-07-06,Footwear
CUST188,Customer_188,customer188@mail.com,Male,26,2022-07-07,Electronics
CUST189,Customer_189,customer189@mail.com,Female,46,2022-07-08,Footwear
CUST190,Customer_190,customer190@mail.com,Male,31,2022-07-09,Fashion
CUST191,Customer_191,customer191@mail.com,Male,42,2022-07-10,Fashion
CUST192,Customer_192,customer192@mail.com,Male,32,2022-07-11,Electronics
CUST193,Customer_193,customer193@mail.com,Male,23,2022-07-12,Footwear
CUST194,Customer_194,customer194@mail.com,Female,59,2022-07-13,Footwear
CUST195,Customer_195,customer195@mail.com,Female,46,2022-07-14,Footwear
CUST196,Customer_196,customer196@mail.com,Male,32,2022-07-15,Footwear
CUST197,Customer_197,customer197@mail.com,Male,46,2022-07-16,Electronics
CUST198,Customer_198,customer198@mail.com,Male,21,2022-07-17,Fashion
CUST199,Customer_199,customer199@mail.com,Female,35,2022-07-18,Electronics
CUST200,Customer_200,customer200@mail.com,Female,56,2022-07-19,Footwear
CUST201,Customer_201,customer201@mail.com,Female,33,2022-07-20,Footwear
CUST202,Customer_202,customer202@mail.com,Female,28,2022-07-21,Fashion
CUST203,Customer_203,customer203@mail.com,Male,31,2022-07-22,Footwear
CUST204,Customer_204,customer204@mail.com,Female,20,2022-07-23,Electronics
CUST205,Customer_205,customer205@mail.com,Female,59,2022-07-24,Electronics
CUST206,Customer_206,customer206@mail.com,Male,55,2022-07-25,Fashion
CUST207,Customer_207,customer207@mail.com,Male,59,2022-07-26,Electronics
CUST208,Customer_208,customer208@mail.com,Female,35,2022-07-27,Electronics
CUST209,Customer_209,customer209@mail.com,Female,37,2022-07-28,Electronics
CUST210,Customer_210,customer210@mail.com,Female,42,2022-07-29,Electronics
CUST211,Customer_211,customer211@mail.com,Female,55,2022-07-30,Footwear
CUST212,Customer_212,customer212@mail.com,Male,30,2022-07-31,Electronics
CUST213,Customer_213,customer213@mail.com,Male,21,2022-08-01,Fashion
CUST214,Customer_214,customer214@mail.com,Female,31,2022-08-02,Fashion
CUST215,Customer_215,customer215@mail.com,Female,50,2022-08-03,Electronics
CUST216,Customer_216,customer216@mail.com,Female,45,2022-08-04,Fashion
CUST217,Customer_217,customer217@mail.com,Female,54,2022-08-05,Electronics
CUST218,Customer_218,customer218@mail.com,Female,25,2022-08-06,Fashion
CUST219,Customer_219,customer219@mail.com,Male,51,2022-08-07,Fashion
CUST220,Customer_220,customer220@mail.com,Male,22,2022-08-08,Electronics
CUST221,Customer_221,customer221@mail.com,Male,22,2022-08-09,Electronics
CUST222,Customer_222,customer222@mail.com,Female,48,2022-08-10,Footwear
CUST223,Customer_223,customer223@mail.com,Female,26,2022-08-11,Electronics
CUST224,Customer_224,customer224@mail.com,Male,59,2022-08-12,Electronics
CUST225,Customer_225,customer225@mail.com,Male,49,2022-08-13,Footwear
CUST226,Customer_226,customer226@mail.com,Female,50,2022-08-14,Electronics
CUST227,Customer_227,customer227@mail.com,Male,20,2022-08-15,Electronics
CUST228,Customer_228,customer228@mail.com,Female,47,2022-08-16,Footwear
CUST229,Customer_229,customer229@mail.com,Female,29,2022-08-17,Electronics
CUST230,Customer_230,customer230@mail.com,Male,46,2022-08-18,Electronics
CUST231,Customer_231,customer231@mail.com,Male,20,2022-08-19,Footwear
CUST232,Customer_232,customer232@mail.com,Male,43,2022-08-20,Footwear
CUST233,Customer_233,customer233@mail.com,Female,47,2022-08-21,Fashion
CUST234,Customer_234,customer234@mail.com,Female,26,2022-08-22,Electronics
CUST235,Customer_235,customer235@mail.com,Male,43,2022-08-23,Fashion
CUST236,Customer_236,customer236@mail.com,Female,19,2022-08-24,Fashion
CUST237,Customer_237,customer237@mail.com,Female,20,2022-08-25,Footwear
CUST238,Customer_238,customer238@mail.com,Female,21,2022-08-26,Electronics
CUST239,Customer_239,customer239@mail.com,Male,42,2022-08-27,Electronics
CUST240,Customer_240,customer240@mail.com,Female,30,2022-08-28,Footwear
CUST241,Customer_241,customer241@mail.com,Male,56,2022-08-29,Fashion
CUST242,Customer_242,customer242@mail.com,Male,52,2022-08-30,Footwear
CUST243,Customer_243,customer243@mail.com,Female,40,2022-08-31,Electronics
CUST244,Customer_244,customer244@mail.com,Male,26,2022-09-01,Footwear
CUST245,Customer_245,customer245@mail.com,Female,19,2022-09-02,Electronics
CUST246,Customer_246,customer246@mail.com,Male,58,2022-09-03,Fashion
CUST247,Customer_247,customer247@mail.com,Male,48,2022-09-04,Electronics
CUST248,Customer_248,customer248@mail.com,Female,19,2022-09-05,Fashion
CUST249,Customer_249,customer249@mail.com,Male,49,2022-09-06,Fashion
CUST250,Customer_250,customer250@mail.com,Male,35,2022-09-07,Electronics
CUST251,Customer_251,customer251@mail.com,Male,30,2022-09-08,Electronics
CUST252,Customer_252,customer252@mail.com,Female,22,2022-09-09,Fashion
CUST253,Customer_253,customer253@mail.com,Female,59,2022-09-10,Footwear
CUST254,Customer_254,customer254@mail.com,Male,27,2022-09-11,Electronics
CUST255,Customer_255,customer255@mail.com,Male,42,2022-09-12,Fashion
CUST256,Customer_256,customer256@mail.com,Male,51,2022-09-13,Fashion
CUST257,Customer_257,customer257@mail.com,Female,54,2022-09-14,Footwear
CUST258,Customer_258,customer258@mail.com,Female,47,2022-09-15,Electronics
CUST259,Customer_259,customer259@mail.com,Male,24,2022-09-16,Fashion
CUST260,Customer_260,customer260@mail.com,Female,23,2022-09-17,Footwear
CUST261,Customer_261,customer261@mail.com,Female,20,2022-09-18,Fashion
CUST262,Customer_262,customer262@mail.com,Female,30,2022-09-19,Electronics
CUST263,Customer_263,customer263@mail.com,Female,20,2022-09-20,Footwear
CUST264,Customer_264,customer264@mail.com,Male,43,2022-09-21,Fashion
CUST265,Customer_265,customer265@mail.com,Female,41,2022-09-22,Footwear
CUST266,Customer_266,customer266@mail.com,Female,23,2022-09-23,Electronics
CUST267,Customer_267,customer267@mail.com,Male,59,2022-09-24,Footwear
CUST268,Customer_268,customer268@mail.com,Male,29,2022-09-25,Electronics
CUST269,Customer_269,customer269@mail.com,Female,53,2022-09-26,Fashion
CUST270,Customer_270,customer270@mail.com,Female,19,2022-09-27,Electronics
CUST271,Customer_271,customer271@mail.com,Male,28,2022-09-28,Fashion
CUST272,Customer_272,customer272@mail.com,Male,56,2022-09-29,Fashion
CUST273,Customer_273,customer273@mail.com,Male,51,2022-09-30,Electronics
CUST274,Customer_274,customer274@mail.com,Female,43,2022-10-01,Fashion
CUST275,Customer_275,customer275@mail.com,Female,35,2022-10-02,Footwear
CUST276,Customer_276,customer276@mail.com,Male,38,2022-10-03,Fashion
CUST277,Customer_277,customer277@mail.com,Female,53,2022-10-04,Electronics
CUST278,Customer_278,customer278@mail.com,Male,57,2022-10-05,Footwear
CUST279,Customer_279,customer279@mail.com,Female,39,2022-10-06,Footwear
CUST280,Customer_280,customer280@mail.com,Male,47,2022-10-07,Fashion
CUST281,Customer_281,customer281@mail.com,Male,47,2022-10-08,Fashion
CUST282,Customer_282,customer282@mail.com,Female,25,2022-10-09,Electronics
CUST283,Customer_283,customer283@mail.com,Female,51,2022-10-10,Footwear
CUST284,Customer_284,customer284@mail.com,Female,26,2022-10-11,Electronics
CUST285,Customer_285,customer285@mail.com,Female,37,2022-10-12,Fashion
CUST286,Customer_286,customer286@mail.com,Female,57,2022-10-13,Footwear
CUST287,Customer_287,customer287@mail.com,Female,42,2022-10-14,Electronics
CUST288,Customer_288,customer288@mail.com,Male,36,2022-10-15,Electronics
CUST289,Customer_289,customer289@mail.com,Female,22,2022-10-16,Electronics
CUST290,Customer_290,customer290@mail.com,Male,28,2022-10-17,Electronics
CUST291,Customer_291,customer291@mail.com,Male,32,2022-10-18,Electronics
CUST292,Customer_292,customer292@mail.com,Female,25,2022-10-19,Footwear
CUST293,Customer_293,customer293@mail.com,Male,36,2022-10-20,Electronics
CUST294,Customer_294,customer294@mail.com,Male,40,2022-10-21,Footwear
CUST295,Customer_295,customer295@mail.com,Female,44,2022-10-22,Electronics
CUST296,Customer_296,customer296@mail.com,Female,57,2022-10-23,Fashion
CUST297,Customer_297,customer297@mail.com,Female,49,2022-10-24,Fashion
CUST298,Customer_298,customer298@mail.com,Male,43,2022-10-25,Electronics
CUST299,Customer_299,customer299@mail.com,Female,44,2022-10-26,Fashion
CUST300,Customer_300,customer300@mail.com,Female,36,2022-10-27,Footwear
